,Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
216,4/5/20 16:17,1503717224,Stopp Corona,at,1,yaaaaaaaawn,1,Datenschutz,Fuck YOU Sobotka & UNIQA,Data protection Fuck YOU Sobotka & UNIQA,de,Data protection Fuck YOU Sobotka   UNIQA,Privacy,"data, protect",0.4,Negative,0,,0,0,0,0,0,1,0
217,4/5/20 15:16,1503717224,Stopp Corona,at,1,woswasi64,1,"Idee gut , Umsetzung traurig","Handshake funktioniert nur nach dem Zufallsprinzip immer wieder Neustart der App erforderlich... so macht das keinen Sinn. 
Ein gespeicherter Kontakt von mir ist positiv hat es auch per App gemeldet, habe aber seit mehr als 48 Stunden keine Info erhalten.
So wird das nichts .....","Idea good  implementation sad handshake only works randomly  always restarting the app required ... so it doesn't make any sense.
A saved contact from me is positive has also reported it via app  but has not received any information for more than 48 hours.
It will not work like that .....",de,Idea good  implementation sad handshake only works randomly  always restarting the app required     so it doesn t make any sense  A saved contact from me is positive has also reported it via app  but has not received any information for more than    hours  It will not work like that      ,"Domain_Specific, Emotional","sad, receiv",0.071428571,Positive,0,,1,1,0,0,0,0,0
219,4/5/20 13:27,1503717224,Stopp Corona,at,1,Lojo_08,1,Schwachsinn!,"in dieser Form unbrauchbar, und wenn ungefragt im Hintergrund laufend, datenschutzrechtlich höchst bedenklich. Jede App, die auf mein Mikrophon zugreifen will und damit mitlauscht, ist höchst suspect!",Bullshit! unusable in this form  and if running in the background without being asked  highly questionable under data protection law. Any app that wants to access my microphone and thus eavesdrop is highly suspect!,de,Bullshit  unusable in this form  and if running in the background without being asked  highly questionable under data protection law  Any app that wants to access my microphone and thus eavesdrop is highly suspect ,"Domain_Specific, Privacy","data, protect, run",0.142857143,Negative,0,,1,0,0,0,0,1,0
221,4/5/20 12:34,1503717224,Stopp Corona,at,1,wauz4az,5,An Peter Hacker,"Weil es der Peter Hacker nicht will, musste ich die App sofort installieren :) 

Gute Idee. Etwas schlecht reden kann jeder. Die App wird sowieso hoffentlich bald wieder gelöscht.","To Peter Hacker Because Peter Hacker didn't want it  I had to install the app immediately :)

Good idea. Everyone can talk badly. The app will hopefully be deleted soon anyway.",de,To Peter Hacker Because Peter Hacker didn t want it  I had to install the app immediately     Good idea  Everyone can talk badly  The app will hopefully be deleted soon anyway ,Domain_Specific,hacker,0.052631579,Positive,0,,1,0,0,0,0,0,0
222,4/5/20 10:21,1503717224,Stopp Corona,at,1,da.axel,1,"Gute Idee, absolut schlecht umgesetzt","Liebes RKO, an sich ist die Grundidee der App ja gut. Das Problem ist, dass dem hochsensiblen Thema Datenschutz und Privatsphäre nicht genug Rechnung getragen wird. Bei der Identifizierung und Tracking von Kontakten sowie der Verwendung von Bluetooth und des Mikrofons müsst ihr viel proaktiver auf die Bedenken eingehen. Ich kann niemanden empfehlen diese App zu verwenden solange nicht alle diese Punkte geklärt sind:
- Zugriff auf das Mikrofon öffnet potentiell die Tür zum Abhorchen. Es muss auch ohne dem Mikrofon gehen.
- Wer bekommt Zugriff auf meine Daten? Wie lange werden sie gespeichert? Wie kann ich eine Löschung beantragen? Das sind alles klassische DSGVO Fragen die bei so einer App ganz kritisch sind.
- Source Code muss offen gelegt werden.

Zur Verwendung dieser App brauche ich extrem viel Vertrauen in den richtigen Umgang mit der Technologie und meinen Daten. Klärt und kommuniziert die obigen Punkte öffentlich, dann kann vielleicht Vertrauen entstehen. Bis dahin: Finger weg davon!","Good idea  absolutely badly implemented Dear RKO  the basic idea of ​​the app is actually good. The problem is that the highly sensitive issue of data protection and privacy is not given enough consideration. You need to be much more proactive in addressing concerns when it comes to identifying and tracking contacts  as well as using Bluetooth and the microphone. I cannot recommend anyone to use this app until all of these points have been clarified:
- Access to the microphone potentially opens the door to eavesdropping. It has to work without the microphone.
- Who can access my data? How long are they stored? How can I request a deletion? These are all classic GDPR questions that are very critical with such an app.
- Source code must be disclosed.

To use this app  I need a lot of confidence in the correct handling of the technology and my data. Clarify and communicate the above points publicly  then maybe trust can be built. Until then: stay away from it!",de,Good idea  absolutely badly implemented Dear RKO  the basic idea of   the app is actually good  The problem is that the highly sensitive issue of data protection and privacy is not given enough consideration  You need to be much more proactive in addressing concerns when it comes to identifying and tracking contacts  as well as using Bluetooth and the microphone  I cannot recommend anyone to use this app until all of these points have been clarified    Access to the microphone potentially opens the door to eavesdropping  It has to work without the microphone    Who can access my data  How long are they stored  How can I request a deletion  These are all classic GDPR questions that are very critical with such an app    Source code must be disclosed   To use this app  I need a lot of confidence in the correct handling of the technology and my data  Clarify and communicate the above points publicly  then maybe trust can be built  Until then  stay away from it ,"Domain_Specific, Emotional, Privacy","concern, data, track, privaci, trust, protect, clarifi, identifi, critic, communic, sensit, address",0.141176471,Positive,0,,1,1,0,0,0,1,0
223,4/5/20 9:35,1503717224,Stopp Corona,at,1,Andi206Andi,1,Ortungsdienste nicht sichtbar?,"Warum kann ich nicht bestimmen, ob die App auf die Standortdienste zugreifen darf? Die App aus diesem Grund wieder gelöscht.",Location services not visible? Why can't I determine whether the app can access location services? For this reason  the app was deleted again.,de,Location services not visible  Why can t I determine whether the app can access location services  For this reason  the app was deleted again ,"Domain_Specific, Privacy","locat, servic, servic, locat",0.307692308,Neutral,0,,1,0,0,0,0,1,0
224,4/5/20 9:30,1503717224,Stopp Corona,at,1,selerb,1,Überwachung hallo,"Ich hoffe, die App wird nicht erfolgreich werden. Das ist der Anfang einer Totalüberwachung. Nein, danke. Gesundheit hin oder her - es gibt andere, bessere Maßnahmen",Monitoring hello i hope the app won't be successful. This is the beginning of total surveillance. No thanks. Health or not - there are other  better measures,de,Monitoring hello i hope the app won t be successful  This is the beginning of total surveillance  No thanks  Health or not   there are other  better measures,Domain_Specific,measur,0.083333333,Positive,0,,1,0,0,0,0,0,0
228,4/5/20 7:00,1503717224,Stopp Corona,at,1,GerdNaschenweng,1,Funktioniert nicht - Duplikate werden erstellt,"Die App ist nicht in der Lage die gleiche Begegnung zu erkennen und erstellt Duplikate. Löschen kann man sie auch nicht und es wäre gut zumindest die Kontakte selbst zu Labeln. Komplett unbrauchbar in der derzeitigen Fassung.

Source code sollte öffentlich gemacht werden, ist ja im Interesse aller. Werde ich in dieser Form nie verwenden.","Doesn't work - duplicates are created The app is unable to recognize the same encounter and creates duplicates. You can't delete them either and it would be good to at least label the contacts yourself. Completely unusable in the current version.

Source code should be made public  it is in everyone's interest. I will never use it in this form.",de,Doesn t work   duplicates are created The app is unable to recognize the same encounter and creates duplicates  You can t delete them either and it would be good to at least label the contacts yourself  Completely unusable in the current version   Source code should be made public  it is in everyone s interest  I will never use it in this form ,Domain_Specific,"label, duplic",0.068965517,Positive,0,,1,0,0,0,0,0,0
230,4/5/20 6:33,1503717224,Stopp Corona,at,1,Skipperhans,2,Corona App,"Die Idee ist im Ansatz gut, in der Umsetzung weniger; Datenschutz hin oder her. Dieses Problem kann ich durch meine Zustimmung lösen! Aber ich sehe keinen Sinn darin, die App vor Nutzung zu aktivieren. Die muß bei aktiviertem Bluetooth automatisch funktionieren! Es war richtig, die App raschest mit Grundfunktionen auf den Markt zu bringen, es war aber ein Fehler, sie nicht automatisch arbeiten zu lassen! Sobald dies automatisch funktioniert, werde ich diese App nutzen! Dann wird aber wohl diese Pandemie vorüber sein! Aber keine Sorge, die nächste kommt bestimmt!",Corona App The idea is good in its approach  not so much in implementation; Data protection or not. I can solve this problem with my consent! But I don't see any point in activating the app before using it. It must work automatically when Bluetooth is activated! It was right to bring the app to market with basic functions as quickly as possible  but it was a mistake not to let it work automatically! As soon as this works automatically  I will use this app! But then this pandemic will probably be over! But don't worry  the next one is sure to come!,de,Corona App The idea is good in its approach  not so much in implementation  Data protection or not  I can solve this problem with my consent  But I don t see any point in activating the app before using it  It must work automatically when Bluetooth is activated  It was right to bring the app to market with basic functions as quickly as possible  but it was a mistake not to let it work automatically  As soon as this works automatically  I will use this app  But then this pandemic will probably be over  But don t worry  the next one is sure to come ,"Emotional, Privacy","worri, data, protect",0.0625,Negative,0,,0,1,0,0,0,1,0
233,4/5/20 5:41,1503717224,Stopp Corona,at,1,hahnkarl,1,ohne automatischen austausch sinnlos,Ich finde die grundidee sehr gut aber ohne dass die kommunikation der telefone automatisch geschieht ist dies absolut sinnlos.,senseless without automatic exchange I think the basic idea is very good but without the telephones communicating automatically this is absolutely pointless.,de,senseless without automatic exchange I think the basic idea is very good but without the telephones communicating automatically this is absolutely pointless ,Domain_Specific,communic,0.066666667,Positive,0,,1,0,0,0,0,0,0
234,4/4/20 21:30,1503717224,Stopp Corona,at,1,M.e.p.h.,1,Unverantwortliche App,"Sorry, aber diese App verstößt gegen Grundrechte, welche ich mit einem Klick veräußern würde. 
Die Unantastbarkeit der Privatsphäre wird einem angeblichen höheren Interesse geopfert. 
Sofort wieder deinstalliert!","Irresponsible app Sorry  but this app violates basic rights  which I would sell with one click.
The inviolability of privacy is being sacrificed to an alleged higher interest.
Uninstalled again immediately!",de,Irresponsible app Sorry  but this app violates basic rights  which I would sell with one click  The inviolability of privacy is being sacrificed to an alleged higher interest  Uninstalled again immediately ,Privacy,privaci,0.052631579,Negative,0,,0,0,0,0,0,1,0
235,4/4/20 20:34,1503717224,Stopp Corona,at,1,christla77,2,automatisierung,"verstehe datenschutzrechlich den unterschied zwischen abhoeren der umgebung (die nix davon weisz) per knopfdruck und automatisiertes abhoeren nicht!? 

... und fuer mich selbst mecker ich ja bei einem navi auch nicht, das es meinen standort kennt

ps: open source, ziele, github und einen guten product-owner - es gibt sicher viele programmierer die sich zeit fuer die welt nehmen","Automation understands the difference between listening to the environment (they don’t know anything about it) at the touch of a button and automated listening !?

... and for myself  I don't complain about a navigation system that knows my location

ps: open source  goals  github and a good product owner - there are certainly many programmers who take their time for the world",de,Automation understands the difference between listening to the environment  they don t know anything about it  at the touch of a button and automated listening         and for myself  I don t complain about a navigation system that knows my location  ps  open source  goals  github and a good product owner   there are certainly many programmers who take their time for the world,"Domain_Specific, Privacy","locat, locat, button",0.1,Positive,0,,1,0,0,0,0,1,0
240,4/4/20 18:10,1503717224,Stopp Corona,at,1,Scheibala,1,Das Spiel mit der Angst,Lieber stehend sterben,Playing with fear I'd rather die standing,de,Playing with fear I d rather die standing,Emotional,fear,0.2,Negative,0,,0,1,0,0,0,0,0
241,4/4/20 15:48,1503717224,Stopp Corona,at,1,Momo52772,1,Sehr schlechte App,"Einfach schlimm - es gibt viele Möglichkeiten anonymisiert einen digitalen Handshake zu simulieren und zu erkennen und man nimmt ernsthaft Ultraschall damit man Zugriff aufs Mikrofon erhält und selbst hier gibt es keine wirkliche Transparenz ...

Was das IRC wohl zu dem Datenschutz sagen würde wäre interessant. Und wenn von euch nun ein Kommentar zu dieser Bewertung kommt erwarte ich einen Link zu einer Transparenzinfo wie die gesammelten Daten verarbeitet werden und zwar wirklich im Detail kein Blabla a la EU DSGVO.. 
solange es keine Transparenz gibt werdet ihr weiterhin kaum aktive Installationen erzielen!","Very bad app Simply bad - there are many ways to simulate and recognize an anonymized digital handshake and you take ultrasound seriously so that you get access to the microphone and even here there is no real transparency ...

What the IRC would say about data protection would be interesting. And if you now comment on this review  I expect a link to a transparency info on how the collected data is processed and really in detail no blah a la EU GDPR ..
as long as there is no transparency you will still hardly achieve active installations!",de,Very bad app Simply bad   there are many ways to simulate and recognize an anonymized digital handshake and you take ultrasound seriously so that you get access to the microphone and even here there is no real transparency      What the IRC would say about data protection would be interesting  And if you now comment on this review  I expect a link to a transparency info on how the collected data is processed and really in detail no blah a la EU GDPR    as long as there is no transparency you will still hardly achieve active installations ,"Domain_Specific, Privacy","data, transpar, protect, comment",0.08,Negative,0,,1,0,0,0,0,1,0
248,4/4/20 13:01,1503717224,Stopp Corona,at,1,chuck2001,1,Achtung Überwachungssoftware,"Kann jedem nur empfehlen, diese App aktuell NICHT zu installieren, solange seitens des Entwicklers/der Regierung abschließende Fragen nicht geklärt sind. Aktuell handelt es sich um eine Überwachungssoftware mit fragwürdigen Funktionen.

PS: das Rote Kreuz speichert, laut Facebook-Auskunft, unsere Daten angeblich „sicher in einer Cloud“ - allein schon solch eine Aussage sollte bedenklich stimmen.","Attention monitoring software Can only recommend everyone NOT to currently install this app until final questions have been clarified by the developer / government. It is currently a monitoring software with questionable functions.

PS: According to Facebook  the Red Cross supposedly stores our data ""safely in a cloud"" - even such a statement should be alarming.",de,Attention monitoring software Can only recommend everyone NOT to currently install this app until final questions have been clarified by the developer   government  It is currently a monitoring software with questionable functions   PS  According to Facebook  the Red Cross supposedly stores our data  safely in a cloud    even such a statement should be alarming ,"Domain_Specific, Privacy","data, cloud, clarifi",0.09375,Positive,0,,1,0,0,0,0,1,0
250,4/4/20 10:30,1503717224,Stopp Corona,at,1,Florian_PTX,1,Greift auf mein Mikrofon zu,"Steht unter Verdacht zu spionieren, Hände weg !!!",Reaches my microphone Suspected of spying  hands off !!!,de,Reaches my microphone Suspected of spying  hands off    ,"Domain_Specific, Privacy","spi, spi",0.4,Negative,0,,1,0,0,0,0,1,0
251,4/4/20 10:20,1503717224,Stopp Corona,at,1,_M0d_,1,Datenschutz Fail,"Leider kann ich die App nicht empfehlen da ich über die Datenschutzvereinbarung nicht hinausgekommen bin. 

Es geht nicht hervor ob meine Gesundheitsdaten Puls, Gewicht.... übertragen werden. 

Meine Kontakte bleiben bei mir. 

Weitere Punkte an denen ich keine tatsächlichen Nutzen für die Allgemeinheit sehe:

Keine Automatisierung. 

Ich möchte keine staatliche Überwachung für mich und mein Umfeld. (Mikrofon)

Keine schlüssige Erklärung über die technische Notwendigkeit. (Mic und Bluetooth)

Fazit: 
Ein guter Gedanke den ich durchwegs unterstütze. Dafür bräuchte es aus meiner Sicht eine andere Lösung. Da ist die Überwachung der Bewegungsprofile über den Netzbetreiber um ein vielfaches einfacher, effektiver und wesentlich unbedenklicher.","Data protection fail Unfortunately  I cannot recommend the app because I have not got beyond the data protection agreement.

It is not clear whether my health data  pulse  weight ... will be transmitted.

My contacts stay with me.

Other points where I don't see any real benefit for the general public:

No automation.

I do not want government surveillance for myself and those around me. (Microphone)

No conclusive explanation of the technical necessity. (Mic and Bluetooth)

Conclusion:
A good idea that I fully support. In my opinion  another solution would be needed for this. The monitoring of the movement profiles via the network operator is much easier  more effective and much less harmful.",de,Data protection fail Unfortunately  I cannot recommend the app because I have not got beyond the data protection agreement   It is not clear whether my health data  pulse  weight     will be transmitted   My contacts stay with me   Other points where I don t see any real benefit for the general public   No automation   I do not want government surveillance for myself and those around me   Microphone   No conclusive explanation of the technical necessity   Mic and Bluetooth   Conclusion  A good idea that I fully support  In my opinion  another solution would be needed for this  The monitoring of the movement profiles via the network operator is much easier  more effective and much less harmful ,"Domain_Specific, Privacy, Socio_economic_Status","technic, data, protect, profil, network",0.080645161,Positive,0,,1,0,0,0,0,1,1
255,4/3/20 23:40,1503717224,Stopp Corona,at,1,best_review_1,1,Datenschutz und Monopol,"mit dieser App liefert man all seine Daten einem Großkonzern der es geschafft hat, die Freiwilligen in jeder Hinsicht zu verwenden für die eigenen Interessen und internationale Politik.  Hände weg !!! in einer Krise muss das Bundesheer übernehmen und nicht ein Konzern bzw Verein dieser Art",Data protection and monopoly with this app you deliver all your data to a large corporation that has managed to use the volunteers in every respect for their own interests and international politics. Hands off !!! In a crisis  the armed forces have to take over and not a corporation or association of this kind,de,Data protection and monopoly with this app you deliver all your data to a large corporation that has managed to use the volunteers in every respect for their own interests and international politics  Hands off     In a crisis  the armed forces have to take over and not a corporation or association of this kind,"Domain_Specific, Privacy","data, protect, manag, manag, corpor, volunt",0.25,Positive,0,,1,0,0,0,0,1,0
257,4/3/20 17:42,1503717224,Stopp Corona,at,1,r0ck$,5,Ok..,"Automatischer Handshake wäre wohl notwendig. Manuell macht eher keiner einen.

Wer bedenken wegen Datenschutz hat, kann die App jederzeit bzw nach der Krise deinstallieren 🤷🏼‍♂️","Ok .. Automatic handshake would be necessary. Nobody does one manually.

If you have concerns about data protection  you can uninstall the app at any time or after the crisis 🤷🏼‍♂️",de,Ok    Automatic handshake would be necessary  Nobody does one manually   If you have concerns about data protection  you can uninstall the app at any time or after the crisis      ,"Emotional, Privacy","concern, data, protect",0.176470588,Negative,0,,0,1,0,0,0,1,0
258,4/3/20 1:30,1503717224,Stopp Corona,at,1,Schwatz1073,1,Big Brother is watching you 😡,ACHTUNG: diese App bildet einen weiteren Schritt zur totalen Überwachung und dem Verlust von Menschenrechten 😡,Big Brother is watching you 😡 ATTENTION: this app is a further step towards total surveillance and the loss of human rights 😡,de,Big Brother is watching you   ATTENTION  this app is a further step towards total surveillance and the loss of human rights  ,Domain_Specific,brother,0.083333333,Negative,0,,1,0,0,0,0,0,0
259,4/2/20 16:57,1503717224,Stopp Corona,at,1,Mobifistler,1,"Notwendig, aber nicht so","Schließe mich den negativen Rezensionen an und frage mich warum Österreich eine (mehrere) eigene Lösung(en) braucht?!
So eine App macht nur Sinn wenn sie international (von zumindest einem Großteil der Bevölkerung) verwendet wird.
Genau in Situationen wie dieser wäre es wichtig weltweit, oder zumindest europaweit an einem Strang zu ziehen und nicht jeder sein eigenes „Stopp Corona Süppchen“ kochen würde...","Necessary  but not so Join the negative reviews and ask myself why Austria needs one (several) own solution (s) ?!
Such an app only makes sense if it is used internationally (by at least a large part of the population).
Exactly in situations like this it would be important worldwide  or at least Europe-wide  to pull together and not everyone would cook their own ""Stop Corona Soup"" ...",de,Necessary  but not so Join the negative reviews and ask myself why Austria needs one  several  own solution  s     Such an app only makes sense if it is used internationally  by at least a large part of the population   Exactly in situations like this it would be important worldwide  or at least Europe wide  to pull together and not everyone would cook their own  Stop Corona Soup     ,"Domain_Specific, Location","austria, import, cook",0.078947368,Negative,0,,1,0,0,0,1,0,0
260,4/2/20 7:13,1503717224,Stopp Corona,at,1,Helmut1,1,Automatisch und Zwang nötig,"In dieser Situation Epidemie muss man temporär rasch auf Datenschutz und Freiwilligkeit verzichten. Bitte die App rasch dahingehend auf automatisch ändern. Die Regierung muss auch verschiedene Bedingungen mit der Verwendung der App verbinden. Wichtig temporär bis zum Ende der Krise. Wozu gibt es ein Epidemie Gesetz. Je länger  man wartet desto mehr Tote und desto länger die Freiheitseinschränkungen.
Derzeit ist die App ziemlich nutzlos. 
Wie ich gestern gehört habe werden die Daten nur anonym am Handy gespeichert- also ist gibt es kein Argument gegen diese App wenn auch noch die Automatik programmiert wird. Die Regierung muss und sollte diese einfache, billige und rasch umzusetzende Maßnahme zur Unterbrechung der Ansteckungskette zwingend vorschreiben. Natürlich muss man auch die Bevölkerung genau informieren worum es dabei geht und das die Daten anonym und geschützt sind. Und die Einführung auch zeitlich befristen.","Automatic and mandatory In this epidemic situation  data protection and voluntariness have to be temporarily foregone quickly. Please quickly change the app to automatic. The government must also attach various conditions to the use of the app. Important temporarily until the end of the crisis. Why is there an epidemic law? The longer you wait  the more deaths and the longer the restrictions on freedom.
Right now the app is pretty useless.
As I heard yesterday  the data is only stored anonymously on the mobile phone - so there is no argument against this app if the automatic is also programmed. The government must and should make this simple  cheap and quickly implemented measure to break the chain of contagion mandatory. Of course you also have to inform the population exactly what it is about and that the data is anonymous and protected. And also time-limit the introduction.",de,Automatic and mandatory In this epidemic situation  data protection and voluntariness have to be temporarily foregone quickly  Please quickly change the app to automatic  The government must also attach various conditions to the use of the app  Important temporarily until the end of the crisis  Why is there an epidemic law  The longer you wait  the more deaths and the longer the restrictions on freedom  Right now the app is pretty useless  As I heard yesterday  the data is only stored anonymously on the mobile phone   so there is no argument against this app if the automatic is also programmed  The government must and should make this simple  cheap and quickly implemented measure to break the chain of contagion mandatory  Of course you also have to inform the population exactly what it is about and that the data is anonymous and protected  And also time limit the introduction ,"Domain_Specific, Privacy","data, protect, attach, measur, import",0.064935065,Positive,0,,1,0,0,0,0,1,0
262,4/2/20 2:00,1503717224,Stopp Corona,at,1,Berndi010,1,Open Source,"Jetzt wurde schon 100x erklärt, dass Ultraschall für den digitalen Handshake notwendig ist, aber nachwievor nicht warum. Wieso keine Offenlegung des Quellcodes? 

Auch wenn man insistiert den Datenschutz zu wahren; Mit Copy&Paste-Antworten ist dies jedenfalls nicht zu erreichen, welche jedesmal nur erklären, dass diese Ultraschallsache benötigt wird - aber nicht genau warum. Welchen technischen Aspekt hat dies?","Open Source It has now been declared 100 times that ultrasound is necessary for the digital handshake  but still not why. Why no disclosure of the source code?

Even if one insists on protecting data protection; In any case  this cannot be achieved with copy & paste answers  which each time only explain that this ultrasound thing is needed - but not exactly why. What is the technical aspect of this?",de,Open Source It has now been declared     times that ultrasound is necessary for the digital handshake  but still not why  Why no disclosure of the source code   Even if one insists on protecting data protection  In any case  this cannot be achieved with copy   paste answers  which each time only explain that this ultrasound thing is needed   but not exactly why  What is the technical aspect of this ,"Domain_Specific, Privacy, Socio_economic_Status","technic, data, protect, answer",0.111111111,Positive,0,,1,0,0,0,0,1,1
263,4/1/20 13:36,1503717224,Stopp Corona,at,1,Alex W4,2,Gute Idee aber,"solange das pairing nicht automatisch passiert wenig praktikabel. Daten werden nach 2Tagen wieder gelöscht. Gut, erscheint mir aber etwas kurz. Ein Erklärvideo auf YouTube wäre nicht schlecht",Good idea  but not very practical as long as pairing does not happen automatically. Data will be deleted after 2 days. Good  but it seems a bit short to me. An explanatory video on YouTube wouldn't be bad,de,Good idea  but not very practical as long as pairing does not happen automatically  Data will be deleted after   days  Good  but it seems a bit short to me  An explanatory video on YouTube wouldn t be bad,Privacy,data,0.05,Neutral,0,,0,0,0,0,0,1,0
264,4/1/20 10:19,1503717224,Stopp Corona,at,1,Rob robbinson,1,Naja,"Typisch Österreich, Idee gut, Umsetzung schlecht",Well typically Austria  good idea  bad implementation,de,Well typically Austria  good idea  bad implementation,Location,austria,0.142857143,Positive,0,,0,0,0,0,1,0,0
266,4/1/20 8:42,1503717224,Stopp Corona,at,1,Objekt 16,5,5 Vorschuss Sterne,"Nach dem Lesen der kritischen Rezensionen ist es mir ein Herzensanliegen, euch Developern alles Gute für die erforderliche Weiterentwicklung zu wünschen. Ich vertraue darauf, dass nach Überwindung der Krise alle Daten rechtmäßig verwendet/gelöscht werden. Und allen Kritikern wünsche ich die Einsicht, dass Krisen zu Situationen werden können, die nicht nach bisherigen Maßstäben beurteilt oder abgewertet werden sollten. Bitte lernt zu vertrauen: Auf gute Absichten. Auf ein gutes Gelingen. Auf vertrauensvolle Kooperation. Das brauchen wir jetzt! Seht nach Südkorea, dort gelingt genau mit dieser gemeinsamen Haltung das, was einige hier mit Werten aus der Zeit vor der Krise konterkarieren. Also: Dankeschön und gutes Gelingen an die Developer und auch an die Juristen im Hintergrund! 
Take care and safe travels...","5 advance stars After reading the critical reviews  it is close to my heart to wish you developers all the best for the necessary further development. I trust that once the crisis is over  all data will be lawfully used / deleted. And I wish all critics the insight that crises can turn into situations that should not be judged or devalued according to previous standards. Please learn to trust: Good intentions. To the best of luck. To trustful cooperation. We need that now! Take a look at South Korea  where exactly this common stance succeeds in what some here counter with values ​​from the time before the crisis. So: Thank you and good luck to the developers and also to the lawyers in the background!
Take care and safe travels ...",de,  advance stars After reading the critical reviews  it is close to my heart to wish you developers all the best for the necessary further development  I trust that once the crisis is over  all data will be lawfully used   deleted  And I wish all critics the insight that crises can turn into situations that should not be judged or devalued according to previous standards  Please learn to trust  Good intentions  To the best of luck  To trustful cooperation  We need that now  Take a look at South Korea  where exactly this common stance succeeds in what some here counter with values   from the time before the crisis  So  Thank you and good luck to the developers and also to the lawyers in the background  Take care and safe travels    ,"Domain_Specific, Privacy","data, trust, judg, critic, cooper, cooper",0.09375,Positive,0,,1,0,0,0,0,1,0
267,4/1/20 8:13,1503717224,Stopp Corona,at,1,gernot unterweger,1,Was wurde sich dabei nur gedacht?,"Gute Idee! Habe mich schon gefreut als ich davon gelesen habe. Schließlich gibt es schon solche Apps bereits in anderen Ländern. Die sind auch sehr erfolgreich damit, wie zum Beispiel Südkorea. Aber die Umsetzung ist einfach nur katastrophal! Wieso macht das Handy das nicht automatisch im Hintergrund? Und was ist das mit dem Mikrofon? Das funktioniert so nie! Ich geh nicht zu jeder Person hin und frage ob sie die App hat und ob wir einen Handyshake machen können... einfach nur dumm!",What was the thought? Good idea! I was already happy when I read about it. After all  such apps already exist in other countries. They are also very successful with it  like South Korea for example. But the implementation is just catastrophic! Why doesn't the cell phone do this automatically in the background? And what about the microphone? It never works like that! I don't go to every person and ask if they have the app and if we can do a cell phone shake ... just stupid!,de,What was the thought  Good idea  I was already happy when I read about it  After all  such apps already exist in other countries  They are also very successful with it  like South Korea for example  But the implementation is just catastrophic  Why doesn t the cell phone do this automatically in the background  And what about the microphone  It never works like that  I don t go to every person and ask if they have the app and if we can do a cell phone shake     just stupid ,"Language, Location","countri, countri",0.054054054,Negative,0,,0,0,0,1,1,0,0
271,3/31/20 21:06,1503717224,Stopp Corona,at,1,0ra,4,Wer lesen kann...,".... ist entscheidend im Vorteil!
An alle die wegen dem Zugriff auf das MIKROFON meckern - lest die AGB!
Unter Punkt 4.8 steht eindeutig warum das Microfon während des Handshakes benötigt wird. Und denkt mal darüber nach, wie Ihr durch facebook und WhatsApp überwacht werdet!
Alle die meckern, dass die App nicht perfekt ist - Ihr habt keine Ahnung was alles zu tun ist bzw. wie lange es dauert bis man eine App dieser Art veröffentlichen darf; da muss Alles zuerst datenschutzrechtlich geklãrt sein.
Wenn die App auch noch nicht ganz perfekt ist, ist sie ein wichtiger Beitrag für Eure Gesundheit!
Sobald automatischer Handshake funktioniert gibts 5 *","Who can read ... .... has a decisive advantage!
To all who complain about accessing the MICROPHONE - read the terms and conditions!
Point 4.8 clearly states why the microphone is needed during the handshake. And think about how you are being monitored by Facebook and WhatsApp!
Everyone who complains that the app is not perfect - you have no idea what to do or how long it takes before you can publish an app of this type; everything must first be clarified in terms of data protection law.
Even if the app isn't quite perfect  it is an important contribution to your health!
As soon as automatic handshake works there are 5",de,Who can read          has a decisive advantage  To all who complain about accessing the MICROPHONE   read the terms and conditions  Point     clearly states why the microphone is needed during the handshake  And think about how you are being monitored by Facebook and WhatsApp  Everyone who complains that the app is not perfect   you have no idea what to do or how long it takes before you can publish an app of this type  everything must first be clarified in terms of data protection law  Even if the app isn t quite perfect  it is an important contribution to your health  As soon as automatic handshake works there are  ,"Domain_Specific, Privacy","data, protect, clarifi, import",0.078431373,Positive,0,,1,0,0,0,0,1,0
273,3/31/20 19:29,1503717224,Stopp Corona,at,1,Sponies,1,VORSICHT: Mikrofon Zugriff !!!,"Ohne Mikrofon Zugriff funktioniert die App nicht. Sehr schlecht umgesetzt. Kontakte müssen manuell eingegeben werden, statt GPS.",CAUTION: Microphone access !!! The app does not work without microphone access. Very badly implemented. Contacts have to be entered manually instead of GPS.,de,CAUTION  Microphone access     The app does not work without microphone access  Very badly implemented  Contacts have to be entered manually instead of GPS ,"Domain_Specific, Privacy","gps, enter",0.117647059,Negative,0,,1,0,0,0,0,1,0
279,3/31/20 9:18,1503717224,Stopp Corona,at,1,pierre260347,3,App,Man sollte auch nachträglich Telefonnummer eingeben können,App You should also be able to enter phone number afterwards,de,App You should also be able to enter phone number afterwards,Domain_Specific,enter,0.142857143,Positive,0,,1,0,0,0,0,0,0
