Review,Rating,Translation,,Age,Disability,Emotional,Gender,Language,Location,Privacy,Socioeconomic,Miscellaneous,,Bug Report,Feature request,User Experience,Other
"Everyone should take note that even though the app requires location access, it doesn't use your GPS. It's only for Bluetooth based tracing ____",5,Everyone should take note that even though the app requires location access  it doesn't use your GPS. It's only for Bluetooth based tracing ____,,,,,,,,1,,,,,,,1
"Jeg har installeret den og slettet den igen. Jeg synes det er en smart app, men jeg ønsker ikke at have placering slået til hele tiden. Det giver ingen mening, at app'en snakker om bluetooth og afstandsbedømmelse vha bluetooth-signalstyrke, men først nævnet GPS, når man har installeret. Tændt GPS trækker både rigtig meget strøm og giver ikke kun denne, men også alle andre apps adgang til min placering. Jeg håber, der kommer en opdateret version, som kun bruger bluetooth.",2,I have installed it and deleted it again. I think it's a smart app  but I do not want to have location turned on all the time. It makes no sense for the app to talk about bluetooth and distance rating using bluetooth signal strength  but only mentioned GPS once installed. On GPS draws both a lot of power and gives not only this  but also all other apps access to my location. I hope there comes an updated version that only uses bluetooth.,,,,,,,,1,,,,,,1,
"Der burde måske være en engelsksproget og tysk do. Der er trods alt en del borgere, for hvem dansk ikke er modersmålet. Edit: det handler ikke om andre apps, men om, at denne app, også har en f.eks. engelsksproget version!",4,Maybe there should be an English and German do. After all  there are a number of citizens for whom Danish is not the mother tongue. Edit: it is not about other apps  but about the fact that this app also has an e.g. English language version!,,,,,,1,,,,,,,1,,
"Et forslag til app'en, som jeg tænker både bør være teknisk mulig og ok mht privacy: Mulighed for fra app'en at få et antal på hvor mange, man har været i tæt kontakt med per dag. Fordele: 1: Man kan få bekræftet, at app'en rent faktisk virker og registrerer kontakter med andre. (hvilket man reelt set ikke kan vide p.t.) 2: Man vil kunne se, om man har fået en for lemfældig omgang med tæt kontakt til andre. Hvis man kan se, at har taget overhånd med kontakt, vil det virke adfærdsregulerende",4,A proposal for the app  which I think should be both technically possible and ok in terms of privacy: Opportunity to get a number from the app on how many people you have been in close contact with per day. Pros: 1: You can get confirmation that the app actually works and registers contacts with others. (which you really can not know at the moment) 2: You will be able to see if you have had too lazy a relationship with close contact to others. If you can see that having taken over with contact  it will have a behavioral regulating effect,,,,,,,,1,,,,,1,,
"I udelukker alle uden Nem id, som oftest er ældre og særligt sårbare, hvilket jeg er ked af, da det blandt andet udelukker mig i brugen af den.",1,You exclude everyone without Easy ID  which is usually older and particularly vulnerable  which I am sorry for  as it excludes me from using it  among other things.,,1,,,,,,,,,,,,,1
"Enkel og nem app. Sporing via GPS, bør man være bekymret, nej absolut ikke. Læs mere på smittestop.dk :-)",5,Simple and easy app. Tracking via GPS  one should be concerned  no absolutely not. Read more at smittestop.dk :-),,,,,,,,1,,,,,,1,
Expensive app for Denmark to develop. Good that the app now can be downloaded by non danish accounts.... I was wondering if I should wait for the British one and hope it would work with the danish version..,3,Expensive app for Denmark to develop. Good that the app now can be downloaded by non danish accounts.... I was wondering if I should wait for the British one and hope it would work with the danish version..,,,,,,1,,,,,,,,,1
"Meget simpel to-the-point app. Bad kun om adgang til exposure notification, og ikke kamera, lager, gps eller hvad ved jeg.",5,Very simple to-the-point app. Asked only for access to exposure notification  and not camera  storage  gps or whatever I know.,,,,,,,,1,,,,,,1,
Fin app. Alle burde installere den. Ved hvordan den virker rent teknisk og det er anonymt og sikkert,5,Fin app. Everyone should install it. Know how it works technically and it is anonymous and secure,,,,,,,,1,,,,,,,1
English please,1,English please,,,,,,1,,,,,,,1,,
Make it available in English as well? If you really care all people in dk to stay safe,2,Make it available in English as well? If you really care all people in dk to stay safe,,,,,,1,,,,,,,1,,
👎 Giver falsk tryghed og kan dele din telefons placering med andre myndigheder uden dit samtykke.,1,👎 Provides false security and may share your phone's location with other authorities without your consent.,,,,,,,,1,,,,,,,1
"To increase trust and adoption this app should be made open source. That way, we all could have a look at the code to see if there's any privacy breach, and could even contribute with an English translation for the app. Plus, Denmark would set the example and other countries would follow. You might think that an open source app is more vuneravle to attacks but this is a very naïve arguments: vulnerabilities are exposed and fixed faster.",4,To increase trust and adoption this app should be made open source. That way  we all could have a look at the code to see if there's any privacy breach  and could even contribute with an English translation for the app. Plus  Denmark would set the example and other countries would follow. You might think that an open source app is more vuneravle to attacks but this is a very naïve arguments: vulnerabilities are exposed and fixed faster.,,,,,,,,1,,,,,1,,
App vil ikke virke uden at slå pladseringsindstillinger til. I praksis kan appen ikke bruges da man løber tør for strøm.,1,App will not work without turning on location settings. In practice  the app can not be used as you run out of power.,,,,,,,,1,,,,,,1,
"Nedjusterer fra 2 til 1 stjerne, da den fortsat kun findes på dansk. En engelsk version er muligvis (!) stadig på vej her snart to måneder, og alt for sent. Tror ikke den kommer. Og hvad med andre sprog? Arabisk, urdu mfl? Jeg er sikker på at I kan finde de anbefalede sprog hos sundhedsmyndighederne Det tager et par dage at oversætte. I betragtning af situationens alvor håber jeg en version på flere sprog kommer om få dage. Så meget er der altså heller ikke at oversætte. Det er en ommer.",1,Downgrades from 2 to 1 star  as it is still only available in Danish. An English version is possibly (!) Still on the way here soon two months  and far too late. Do not think it will come. And what about other languages? Arabic  Urdu and others? I'm sure you can find the recommended languages ​​at the health authorities It takes a few days to translate. Given the seriousness of the situation  I hope a version in several languages ​​will come in a few days. So there is not much to translate either. That is a redo.,,,,,,1,,,,,,,1,,
App'en kan ikke installeres på ældre iPhones,1,The app cannot be installed on older iPhones,,,,,,,,,1,,,,,1,
"Appen opgives kun at bruge Bluetooth, det er ikke korrekt, den forudsætter aktiv Placeringstjeneste, noget Google behøver til helt andre formål end Covid-19 tjek. Det er ikke brugernes behov, at Google og andre kan følge din og min geografiske færden. Det er en dårlig forklaring, at Placeringstjenesten skal være aktiv, fordi den af Google er integreret i appen, der kun behøver Bluetooth. Jeg fraråder af den grund appen - den er ikke helt troværdig!",1,The app is only stated to use Bluetooth  it is not correct  it requires active Location Service  something Google needs for completely different purposes than Covid-19 check. It is not the users' need for Google and others to follow your and my geographic progress. It's a bad explanation that the Location Service needs to be active because it's integrated by Google into the app that only needs Bluetooth. For that reason  I do not recommend the app - it is not completely credible!,,,,,,,,1,,,,,,1,
Allow to many permission please ban this application. A total waste.,1,Allow to many permission please ban this application. A total waste.,,,,,,,,1,,,,,,,1
"The information is not accurate, my sister scanned the app on her phone and it shows that there are 3 confirmed cases in our area (5 meters away) and when I scanned the app in my phone, it shows 0 result.",2,"   The information is not accurate, my sister scanned the app on her phone and it shows that there are 3 confirmed cases in our area (5 meters away) and when I scanned the app in my phone, it shows 0 result.  ",,,,,,,1,,,,,1,,,
"Is this app supposed to be used for the QR codes at SM Malls? Because it always says Location QR code doesn't exist when scanning those at the entrance, supermarket or shops.",1,"   Is this app supposed to be used for the QR codes at SM Malls? Because it always says Location QR code doesn't exist when scanning those at the entrance, supermarket or shops.  ",,,,,,,1,,,,,1,,,
"It was good at first but I feel it invades my privacy because I can't disable the Bluetooth scan feature and it can be bothersome that it's always turned on so I had to uninstall. Nonetheless, a good start",4,"   It was good at first but I feel it invades my privacy because I can't disable the Bluetooth scan feature and it can be bothersome that it's always turned on so I had to uninstall. Nonetheless, a good start  ",,,,,,,,1,,,,,,,1
Failed to load data. Please try again later. And there should be an option to delete my entire account for data privacy in case I dont want to use the app anymore.,1,Failed to load data. Please try again later. And there should be an option to delete my entire account for data privacy in case I dont want to use the app anymore.,,,,,,,,1,,,,,,,1
"Hope this app has a localized language option (Filipino, Bisaya, Ilocano) version. And hope it will be advertise. Would be better to push more people to have this app so it would be reliable and functional.",4,"   Hope this app has a localized language option (Filipino, Bisaya, Ilocano) version. And hope it will be advertise. Would be better to push more people to have this app so it would be reliable and functional.  ",,,,,,1,,,,,,,1,,
Pourquoi cette app demande accès au GPS et la caméra ? C' est absolument inutile et douteux !,2,Why does this app require access to the GPS and the camera? It is absolutely unnecessary and questionable!,,,,,,,,1,,,,,,1,
A besoin d'être relancée régulièrement. Envoie des notifications sans intérêt. Pénible,1,Needs to be revived regularly. Sends irrelevant notifications. Annoying,,,,1,,,,,,,,,,1,
"Mon commentaire à était supprimer car la vérité blesse malheureusement, je me répète du coup, cette application est une atteinte à la vie privée",1,My comment to was deleted because the truth unfortunately hurts  I repeat myself suddenly  this application is an invasion of privacy,,,,,,,,1,,,,,,,1
"Désinstallé hier suite à une erreur non répertorié à l'installation, réinstallé aujourd'hui, à l'air de fonctionner correctement mais ne me servira à rien si je sort du territoire français.",3,Uninstalled yesterday following an error not listed during installation  reinstalled today  seems to work correctly but will not be of use to me if I leave French territory.,,,,,,,1,,,,,,,,1
"Très simple à installer. Une critique : la notification permanente ""stopcovid est activé"" est gênante",4,"Very easy to install. One criticism: the permanent ""stopcovid is activated"" notification is annoying",,,,1,,,,,,,,,,1,
Pourquoi l'application demande l'autorisation de la localisation exacte et approximative alors qu'elle ne devais utiliser aucune géolocalisation ?,1,Why does the application ask for the authorization of the exact and approximate location when it should not use any geolocation?,,,,,,,,1,,,,,,,1
"Je ne comprends pourquoi l'application veut, au dela du bluetooth, accéder à mon positionnement et à mes contacts ... je ne mets donc pas en oeuvre !!",1,I do not understand why the application wants  beyond bluetooth  to access my positioning and my contacts ... I therefore do not implement !!,,,,,,,,1,,,,,,,1
Je me sens sécurisé depuis que j'ai installé stop covid,5,I feel secure since I installed stop covid,,,,,,,,1,,,,,,,1
Galaxy A7 SM-A700F avec Bluetooth 4 Low Energy. L'application refuse de se lancer car incompatible avec mon téléphone... Très déçu...,1,Galaxy A7 SM-A700F with Bluetooth 4 Low Energy. The application refuses to launch because it is incompatible with my phone ... Very disappointed ...,,,,,,,,,1,,,,,,1
Standortzugriff nicht notwendig und blockiert die App !,1,Location access is not necessary and blocks the app!,,,,,,,,1,,,,,,,1
"Application non compatible avec le bluetooth low energy, c'est dommage, elle est inutilisable pour moi",5,Application not compatible with low energy bluetooth  it's a shame  it cannot be used for me,,,,1,,,,,1,,,1,,,
L'application refuse mon téléphone Galaxy J7 Prime Samsung au prétexte qu'il n'est pas low energy en Bluetooth. À ce rythme là... bon courage.,1,The application refuses my Galaxy J7 Prime Samsung phone on the pretext that it is not low energy in Bluetooth. At this rate ... good luck.,,,,,,,,,1,,,1,,,
"würde jemand einem völlig fremden eine Generalvollmacht über sein Bankkonto geben? ....ich denke nicht! genau so empfinde ich die erforderlichen Berechtigungen! ausserdem, WER ist Eigentümer dieser App? es gibt da ein Gerücht, wonach eine große österreichische Versicherungsgesellschaft diese finanziert hat. wenn man dann vom ÖRK immer nur als Provider und nirgens als Eigentümer liest, könnte man das fast glauben!",1,would someone give a complete stranger general power of attorney over their bank account? ....I do not think so! that's exactly how I feel about the necessary permissions! also  WHO owns this app? there is a rumor that a large Austrian insurance company financed this. if you read about the WCC only as a provider and nowhere as an owner  you could almost believe it!,,,,,,,,1,,,,,,,1
Leider nur 3 Sterne. Der Zugriff auf das Mikrofon ist für eine Kontaktaufzeichnung überhaupt nicht und der Standort nur bedingt erforderlich. Ein Zugriff auf das Mikrofon schreckt sicher viele mögliche Nutzer ab.,3,Unfortunately only 3 stars. Access to the microphone is not required at all for recording contacts and the location is only partially required. Access to the microphone will certainly deter many potential users.,,,,,,,,1,,,,,,1,0
"Eine Frage: läuft die App direkt auf einem UNIQA Server, oder bekommt die Versicherung die Daten fertig aufbereitet zugesandt?",1,One question: does the app run directly on a UNIQA server  or does the insurance company receive the data in a fully processed form?,,,,,,,,1,,,,,,,1
"Die app verbraucht zusammen mit den dafür benötigten Bluetooth und Standort Daten soviel Strom, dass ich sie nur selektiv nutzen kann, da ich den ganzen Tag unterwegs bin. Das führt aber dazu, dass sie die meiste Zeit inaktiv und somit nutzlos ist",1,Together with the Bluetooth and location data required for this  the app consumes so much power that I can only use it selectively because I am on the go all day. However  this means that it is inactive most of the time and therefore useless,,,,,,,,1,,,,,,1,0
"Die App soll durch den Staat Österreich BK Kurz den Bürgern aufgezwungen werden, die Gefahren eines totalitären Überwachungsstaates ist sehr zu bedenken die Demokratie wäre somit gefährdet. Selbst aus RK Kreisen kommt Kritik. Die aus guter Absicht am ersten Tag freiwillig aus guter Absicht installierte App wird aus diesem Grund hiermit wieder deinstalliert.",1,The app is supposed to be imposed on the citizens by the state of Austria BK Kurz  the dangers of a totalitarian surveillance state must be taken into account  democracy would be endangered. Criticism comes even from RK circles. For this reason  the app that was installed voluntarily with good intentions on the first day is hereby uninstalled.,,,,,,,,1,,,,,,,1
"Reine Datendiebstahls App, wahrscheinlich auch noch staatlich mitfinanziert. Damit hat sich das Rote Kreuz, jedenfalls ganz vorne, in die ohnehin schon lange Reihe, der Datenhändler eingereiht.",1,Pure data theft app  probably also financed by the state. This means that the Red Cross  at least right at the front  has joined the already long line of data traders.,,,,,,,,1,,,,,,,1
"Wird am Daten schutz liegen, ist so sinnlos.",3,If data protection is important  it makes no sense.,,,,,,,,1,,,,,,,1
"Einfach unsicher !!! Ich habe diese App wieder deinstalliert. Mir ist der Hype um Corona zu anstrengend. Als nächstes kommt eine Grippe App oder Zeckenbiss App....oder was auch immer.... Ich lasse mich nicht durch ein Hintertürchen ausspionieren. Sobald ich das Haus verlasse ist der Flugmodus an oder das Handy mit Fake GPS aktiviert , damit man von Google nicht beobachtet werden kann. Man kann der App genau so wenig trauen wie der Regierung.....das ähnelt ja schon sehr einer Diktatur.",1,Just insecure !!! I uninstalled this app again. The corona hype is too exhausting for me. Next comes a flu app or a tick bite app ... or whatever ... I won't let anyone spy on me through a back door. As soon as I leave the house  the airplane mode is on or the mobile phone with fake GPS is activated so that Google cannot watch me. You can't trust the app any more than you can trust the government ..... it is very similar to a dictatorship.,,,,,,,,1,,,,,,,1
"Es gibt keinen erkennbaren Grund, warum diese App auf mein Mikrophon zugreifen dürfen sollten. Also bitte ändern. Auch GPS Daten sind nicht erkennbar notwendig, da der Kontakt ja über Bluetooth registriert wird. Also auch das ändern. Wenn ihr es schafft, nur die Freigabe von Bluetooth zu benötigen, dann bin ich dabei. Bis dahin: nein, danke.",1,There is no apparent reason why this app should be allowed to access my microphone. So please change. GPS data are also not necessary because the contact is registered via Bluetooth. So change that too. If you manage to only need Bluetooth sharing  then I'll be there. Until then: no thanks.,,,,,,,,1,,,,,1,,0
"Funktioniert bei meiner Frau und mir gar nicht, findet keine Handys, obwohl wir auf der Couch sitzen. Angst vor Datenmissbrauch ist unbegründet, funkt ja eh nicht.",1,Doesn't work at all for my wife and me  can't find cell phones  even though we're sitting on the couch. Fear of data misuse is unfounded  it doesn't work anyway.,,,,,,,,1,,,,,,1,0
Unverständlich eine App erst ab Android 6 zu machen! Mein Mann hat Smartphone 5.1 und auch Bekannte könnens daher nicht verwenden. AUFWACHEN! Es gibt auch Leute die nicht alle 2 Jahre ihr Smartphone wegwerfen und Ressourcen verschwenden+das ist gut so! Und diese App fordern ernsthaft Politiker? Ich werde abwarten + falls es nicht für ältere Androidversion funktioniert wieder löschen.,1,Incomprehensible to make an app only from Android 6! My husband has a 5.1 smartphone and therefore acquaintances cannot use it. WAKE UP! There are also people who don't throw away their smartphone every 2 years and waste resources + that's a good thing! And politicians are serious about this app? I'll wait + delete if it doesn't work for older Android versions.,,,,,,,,,1,,,,1,,0
"Liebe Regierung, der Zweck heiligt nicht die Mittel. Ich werde mich wehement weigern unter dem Deckmantel der Sicherheit und Schutz der Bürger eine Überwachungsapp einzurichten. Jeder der sich nur etwas mit Daten auskennt, weiß dass sowas wie Anonymisierung hier nicht funktionieren kann.",1,Dear government  the ends do not justify the means. I will fiercely refuse to set up a surveillance app under the guise of the security and protection of citizens. Anyone who is only slightly familiar with data knows that something like anonymization cannot work here.,,,,,,,,1,,,,,,,1
"Find ich eine gute Idee und sollte mit einem automatischen Scan erweitert werden!!! Desweiteren für alle Handybesitzer verpflichtend werden!!!! Anonym sind wir durch unsere Digitalisierung schon Jahrzehnte nicht mehr, sowie lt. Aussage bei diesem App nur die nötigsten Daten ""anonym"" gespeichert werden. Hoffe es stimmt so. Größten Respekt und Dank an alle Personen welche an der Coronafront tätig sind. Wünsche weiterhin viel Kraft und Gesundheit!!",3,"I think it's a good idea and should be expanded with an automatic scan! Furthermore  it will be mandatory for all cell phone owners !!!! We have not been anonymous for decades due to our digitization and  according to the statement  only the most necessary data is stored ""anonymously"" with this app. Hope it's true. Greatest respect and thanks to everyone who works on the Corona front. I wish you continued strength and health!",,,,,,,,1,,,,,1,,0
Finger Weg !! Entlädt schnell den Accu und verstößt gegen den Datenschutz!!,1,Hands off !! Quickly discharges the battery and violates data protection!,,,,,,,,1,,,,,,1,0
Gute und hilfreiche App für diese Ausnahmesituation. Hier wurde ein Kompromiss zwischen Datenschutz und Funktionen gemacht.,5,Good and helpful app for this exceptional situation. Here a compromise was made between data protection and functions.,,,,,,,,1,,,,,,,1
"Die App muss sich automatisch mit anderen App-Usern verbinden, sonst wird es nicht viel bringen, oder soll ich jeden mit dem ich arbeite oder in der Straßenbahn fahre wegen dem ""elektronischen Handshake"" fragen? Pfeif auf Datenschutz in Zeiten wie diesen. Jeder der die App downloadet macht es ja ohnedies aus freien Stücken. Also wer bedenken bezüglich des Datenschutzes hat, soll halt die App nicht downloaden.",2,"The app has to automatically connect to other app users  otherwise it won't do much  or should I ask everyone I work with or ride the tram about the ""electronic handshake""? Whistle on data protection in times like these. Everyone who downloads the app does it of their own free will anyway. So if you have concerns about data protection  you shouldn't download the app.",,,,,,,,1,,,,,,1,0
"Die Idee selbst ist begrüssenswert. Ich denke, dass der Ärger aus der ersten Zeit nun vorüber ist. Es wäre jedoch toll, wenn es so eine Art Test Modus gäbe, der einem zeigt, dass es geht. Ob die App nun funktioniert oder nicht kann ich nicht sagen. Sie macht auf jeden Fall keine Probleme und hält sich an den Datenschutz.",5,The idea itself is to be welcomed. I think the anger from the first time is over now. However  it would be great if there was some kind of test mode that shows you that it works. I can't say whether the app works or not. In any case  it does not cause any problems and adheres to data protection.,,,,,,,,1,,,,,1,,0
"Wenn sich genügend Personen diese App installieren kann das helfen diesen unsäglichen Lockdown viel schneller zu beenden. Es gibt wissenschaftliche Arbeiten die sehr positiv in diese Richtung sind. Siehe zB den Podcast auf NDR von Hrn Drosten Folge 27 bzw 30. Die App wurde offensichtlich vergleichsweise datensparsam und privacy-freundlich programmiert (privacy by design). Siehe auch die Analyse von epicenter. Ich kann nur jedem empfehlen die App zu nutzen, wir haben alle was davon!",5,If enough people install this app it can help to end this unspeakable lockdown much faster. There are scientific papers that are very positive in this direction. See  for example  the podcast on NDR by Mr Drosten  episode 27 or 30. The app was obviously programmed to be relatively data-saving and privacy-friendly (privacy by design). See also the analysis by epicenter. I can only recommend the app to everyone  we all benefit from it!,,,,,,,,1,,,,,,,1
Eigentlich eine tolle App. Aber meine Daten - so anonym sie sein mögen - dürfen nicht bei Microsoft in deren Cloud gespeichert werden. Schade eigentlich.,1,Actually a great app. But my data - as anonymous as it may be - may not be stored in Microsoft's cloud. It's a shame actually.,,,,,,,,1,,,,,,1,0
Akku nach 1/2 Tag leer - damit nur Tracking mit USB Powerbank oder zu Hause am Ladekabel - also sinnlos.,1,Battery empty after 1/2 day - so only tracking with USB power bank or at home on the charging cable - meaningless.,,,,1,,,,,,,,1,,,0
"An Aspekten wie Bequemlichkeit arbeiten wir gerade. Was steckt da für eine Arroganz dahinter. Wenn das nicht alles automatisch abläuft und erkannt wird hat die App keinen Sinn. 2020 sollte das möglich sein, Datenschutz hin oder her, bei jedem Einkauf etc werden Daten gesammelt (und auch weiterverkauft). Ob in Irland, USA, oder den Jungfraueninseln, auf diesen Servern sind schon unser aller Daten in Bezug auf Gesundheit, Kaufverhalten usw, gespeichertund zum Teil ausgewertet.",1,We are currently working on aspects such as convenience. What kind of arrogance is there? If this doesn't all run automatically and is recognized  the app has no point. In 2020 that should be possible  data protection or not  with every purchase etc. data is collected (and also sold on). Whether in Ireland  the USA  or the Virgin Islands  all of our data relating to health  buying behavior  etc.  is already stored and partially evaluated on these servers.,,,,,,,,1,,,,,,,1
Gegen Facebook und Google geht man vor und diese App sammelt Daten von A bis Z.,1,You take action against Facebook and Google and this app collects data from A to Z.,,,,,,,,1,,,,,,,1
Datenschleuder Vorsicht! Zugriff auf Mikro einprogrammiert.,1,Data thrower caution! Programmed access to micro.,,,,,,,,1,,,,,,1,0
Ohne automatischen Handshake kaum brauchbar. Das sollte automatisch mittels Bluetooth stattfinden anonym mit einer ID der App von mir aus und jeder sollte in der App dem Zustimmen können wenn er Datenschutz rechtlich einverstanden ist....,2,Hardly usable without automatic handshake. This should take place automatically via Bluetooth anonymously with an ID of the app from me and everyone should be able to agree in the app if they legally agree to data protection ...,,,,,,,,1,,,,,1,,0
Warum muss die App auf mein Mikrophon zugreifen? Sofort wieder gelöscht Die Antwort macht technisch keinen Sinn. Was soll über Ultraschall ausgetauscht werden. So ein Quatsch. Liebes Rotes Kreuz ...ich unterstütze Euch regelmäßig mit Spende. Bitte lasst Euch hier nicht zum Werkzeug Anderer machen. Ich bin maßlos enttäuscht.,1,Why does the app need to access my microphone? Deleted again immediately. The answer makes no technical sense. What should be exchanged via ultrasound. What a crap. Dear Red Cross ... I support you regularly with donations. Please don't allow yourself to be made into a tool for others here. I am utterly disappointed.,,,,,,,,1,,,,,,,1
"Sehr gute Idee, man muss allerdings die Berechtigung für die Verwendung von Standort, Bluetooth und dem Mikrofon akzeptieren, Bluetooth und Standort kann ich noch verstehen aber kann mir jemand sagen wofür die App das Mikrofon benötigt?",3,Very good idea  but you have to accept the authorization for the use of location  Bluetooth and the microphone  I can still understand Bluetooth and location but can someone tell me what the app needs the microphone for?,,,,,,,,1,,,,,,1,0
"Die App wäre nur sinnvoll, wenn sie auf GPS Ortung umgestellt wird und ich dann Info bekomme sobald ich 1m neben jemandem war der positiv getestet wurde. Persönlich hätte ich datenschutzrechtlich keine Probleme damit. Andere Apps verwenden ebenso meinen Standort (GMaps etc) und ich gebe gesundheitliche Infos ja auch freiwillig bekannt damit ich andere warnen/schützen kann. Und wer nicht helfen möchte, muss sich die App ja auch net runterladen. Bitte aber freiwillig bleiben und ohne Mikro!",3,The app would only make sense if it is switched to GPS tracking and I then get information as soon as I was 1m next to someone who tested positive. Personally  I would not have any problems with it under data protection law. Other apps also use my location (GMaps etc) and I voluntarily disclose health information so that I can warn / protect others. And if you don't want to help  you have to download the app online. Please stay voluntarily and without a microphone!,,,,,,,,1,,,,,,1,0
"Leute, hier sich wegen Datenschutz zu beschweren ist meiner Meinung nach unangebracht. Es dient ja schließlich dem Wohl der Gesellschaft. 1. Es ist freiwillig 2. Dann dürft ihr kein Maps, Facebook, Insta und ca. 100 weitere Apps und Dienste nicht verwenden, weil ihr mit deren Nutzung die ""Datenschutzseele"" bereits ohnehin verkauft habt.",5,"Folks  complaining about data protection here is inappropriate in my opinion. After all  it serves the good of society. 1. It is voluntary 2. Then you are not allowed to use Maps  Facebook  Insta and about 100 other apps and services because you have already sold the ""data protection soul"" by using them.",,,,,,,,1,,,,,,,1
"Automatischer Handshake deaktiviert sich regelmäßig von selbst. Hatte nach 6 Wochen noch nie einen automatischen Handshake, obwohl mehrere Android 10-Geräte mit aktivierter App und allen erforderlichen Berechtigungen im Raum. Sehr enttäuschend, dass keine zumindest EU-weite App koordiniert wird.",1,Automatic handshake regularly deactivates itself. Never had an automatic handshake after 6 weeks  although several Android 10 devices with activated app and all necessary authorizations in the room. Very disappointing that no at least EU-wide app is coordinated.,,,,1,,,,,,,,1,,,0
Tolle App. Könnte man gps wlan Daten auch für Werbung der lokalen Geschäfte nutzen kombiniert mit Kreditkartendaten und Kontoverbindung. Klarnamenpflicht wäre auch von Vorteil da man sich einstellen kann wenn der Nachbar positiv ist. DAUERÜBERWACHUNG MIT LAUTEM ALARMSIGNAL AUF ALLEN HANDYS BEI NÄHERUNG EINES POSITIVEN WÄRE VON VORTEIL. DSVGO könnt ma vergessen.... Ist ja Krise.,5,Great app. You could also use gps wlan data to advertise local businesses combined with credit card details and bank account details. Real name requirement would also be an advantage because you can adjust if the neighbor is positive. CONTINUOUS MONITORING WITH A LOUD ALARM SIGNAL ON ALL MOBILE PHONES IF A POSITIVE APPROACH WOULD BE AN ADVANTAGE. DSVGO can be forgotten .... It's a crisis.,,,,,,,,1,,,,,1,,0
"Zwei zentrale Fragen: Warum wird der Quellcode nicht offengelegt? Damit würden eigentlich alle Fragen beantwortet. Warum werden an Microsoft und Google Daten außerhalb des EWR gesendet? Sowohl Azure als auch Firebase sollte doch eigentlich EU-Regionen anbieten. Abgesehen davon, kann ich mich den anderen Kommentaren hier anschließen.",2,Two key questions: Why is the source code not disclosed? That would actually answer all questions. Why is data being sent to Microsoft and Google outside of the EEA? Both Azure and Firebase should actually offer EU regions. That being said  I can join the other comments here.,,,,,,,,1,,,,,,,1
"Handshake: beide müssen die Funktion aktivieren und die Nummer des Gegenübers auswählen. Wozu braucht die App die Berechtigung Standort? Und warum die 48 Stunden Grenze? Laut FAQ werden nur Kontakte der letzten 48 Stunden verständigt, da eine Ansteckung bis zu 48 Stunden vor dem ersten Auftreten der Symptome, bereits erfolgt sein kann. Aber eine Meldung sollte nach ärztlicher Bestätigung erfolgen, die auch erst Tage nach Auftreten von Symptomen vorliegen kann.",1,Handshake: both must activate the function and select the number of the other party. Why does the app need Location permission? And why the 48 hour limit? According to the FAQ  only contacts from the last 48 hours will be notified  as infection may have occurred up to 48 hours before the symptoms first appeared. However  a report should be made after medical confirmation  which may not be available until days after the onset of symptoms.,,,,,,,,1,,,,,,,1
"Warum muss für die App mein GPS ständig an sein?? Es hiess immer nur bluetooth, aber nie was von GPS...",3,Why does my GPS have to be constantly on for the app? It was always called bluetooth  but never anything about GPS ...,,,,,,,,1,,,,,,,1
"Great app. I have read a few comments from concerned users about needing to have location services enabled on Android. This doesn't mean that the app is using GPS, or tracking your location. It is a limitation of Google Android Software development tools that force the developers to ask for location permission. If you have a look at the code of the app it becomes obvious that GPS is not used. Trust us computer scientists that know what is going on. No degredation in battery performance noticed.",5,Great app. I have read a few comments from concerned users about needing to have location services enabled on Android. This doesn't mean that the app is using GPS  or tracking your location. It is a limitation of Google Android Software development tools that force the developers to ask for location permission. If you have a look at the code of the app it becomes obvious that GPS is not used. Trust us computer scientists that know what is going on. No degredation in battery performance noticed.,,,,,,,,1,,,,,,1,
"Verstehe nicht warum Standort eingeschaltet sein muss, wenn APP angeblich den Standort nicht abfragt. Aber alle anderen apps??",2,Do not understand why location has to be switched on when APP supposedly does not ask for the location. But any other apps ???,,,,,,,,1,,,,,,,1
"Gehts noch?! Die App braucht Zugriff auf die Android-Standortfunktion, ohne läuft sie net. Damit ist der Grundgedanke von DP3T komplett ausgehebelt und dem Standorttracing Tür&Tor geöffnet! Solange das so ist wird die App bei mir nicht installiert. Zack, hab sie gleich wieder deinstalliert. Und noch eins ans Google-Schienbein: warum kann man nich 0 Sterne wählen und es braucht mind 1??",1,Are you crazy?! The app needs access to the Android location function  without it running net. This completely undermines the basic idea of __DP3T and opens the door to location tracing! As long as this is the case  the app will not be installed on me. Zack  I uninstalled it again. And one more thing about the Google shin: why can't you choose 0 stars and it takes at least 1 ??,,,,,,,,1,,,,,,,1
"Mir ist immer noch nicht klar, wie das mit GPS ist. Bei meinem Gerät wird beim aktivieren des Tracings immer verlangt, GPS zu aktivieren, bzw. wenn ich den Gerätestandort zulasse wird GPS aktiviert was auch andere Apps und Google dann nutzen können. Darum schalte ich GPS / die App ausserhalb Menschenmengen (ÖV, Restaurants) aus, das macht es leider anfällig auf Vergessen beim Einsteigen / betreten wieder einzuschalten.",4,I still don't understand how it is with GPS. With my device  when activating the tracing  it is always requested to activate GPS  or if I allow the device location  GPS is activated  which other apps and Google can then use. That's why I switch off the GPS / app outside of crowds (public transport  restaurants)  which unfortunately makes it prone to forgetting to switch it on again when getting in / out.,,,,,,,,1,,,,,,,1
