Title,Review,Rating,Translation,,Age,Disability,Emotional,Gender,Language,Location,Socioeconomic,Privacy,Miscellaneous,,Bug Report,Feature Request,User Experience,Other
Comptabilité ios12,"A quand une version compatible ios12?
A l’heure actuelle l’activation est impossible...",1,"Ios12 accounting When will an ios12 compatible version?
Currently activation is not possible ...",,,,,,,,1,,,,,,1,
Stop Covid France,"Pour contribuer et suivre l’efficacité de ce dispositif des années 2020.

Je note que les CGU oublie de mentionner le sous-traitant Microsoft comme hébergeur des données du serveur du Ministère, et il ne me semble pas l’avoir vu dans « l’équipe Covid »",4,"Stop Covid France To contribute and monitor the effectiveness of this mechanism for the 2020s.

I note that the T & Cs forgets to mention the subcontractor Microsoft as the host of the Ministry's server data  and it does not seem to me to have seen it in ""the Covid team""",,,,,,,,,1,,,,,,1
Simple et respectueuse des données personnelles,"S’il est pour l’instant difficile de juger de l’efficacité de l’application (je n’ai « malheureusement » pas encore pu passer 15 minutes à côté d’un malade) celle-ci reste simple d’utilisation, les deux seules demandes sont l’accès au Bluetooth et les notifications. Une section RGPD bien remplie et exhaustive (plus que beaucoup d’autres applications). Je dois néanmoins noter un léger lag lorsque je fais défiler les pages, mais bon... on s’en fiche un peu dirons nous.",5,Simple and respectful of personal data If it is for the moment difficult to judge the effectiveness of the application (I have “unfortunately” not yet been able to spend 15 minutes next to a patient) it remains easy to use  the only two requests are access to Bluetooth and notifications. A busy and comprehensive GDPR section (more than many other apps). However  I should note a slight lag when I scroll through the pages  but hey ... we don't really care.,,,,,,,,,1,,,,,1,
pas compatible avec anciens ios,"ne s’installe pas avec iPhone 5 puisque ne peut tourner que sous iOS 10.3 (max) 
devoir acheter un nouveau téléphone pour participer, pas économique et pas écologique !!",1,"not compatible with old ios cannot be installed with iPhone 5 since it can only run under iOS 10.3 (max)
having to buy a new phone to participate  not economical and not ecological !!",,,,,,,,1,,,,,,,1
Bien fait et clair,"Une application simple d’utilisation où aucun renseignement personnel n’est demandé. Les contacts sont gardés sur le téléphone et ne sont communiqués au ministère qu’en cas de contamination.

Tout est bien expliqué ! A voir si c’est vraiment efficace.",5,"Well done and clear A simple to use application where no personal information is requested. Contacts are kept on the phone and only communicated to the ministry in the event of contamination.

Everything is well explained! To see if it really works.",,,,,,,,,1,,,,,,1
pas compatible avec anciens ios,"ne s’installe pas avec iPhone 5 puisque ne peut tourner que sous iOS 10.3 (max) 
devoir acheter un nouveau téléphone pour participer, pas économique et pas écologique !!",1,"not compatible with old ios cannot be installed with iPhone 5 since it can only run under iOS 10.3 (max)
having to buy a new phone to participate  not economical and not ecological !!",,,,,,,,1,,,,,,,1
Trop restreint,Sympa l’appli et facil a activé par contre juste la France lol les frontières sont ouvertes une appli de dimension européenne aurait mieux fait l’affaire je suis routier international et je vais pas installer toutes les app de tous les pays d’Europe...,3,Too restricted Nice app and easy to activate on the other hand only France lol the borders are open an app of European dimension would have been better done I am an international driver and I will not install all the apps from all the countries of Europe ...,,,,,,,1,,,,,,,,1
But avec iPhone 6 sous iOS 12,Impossible d’activer l’app sur iPhone 6 qui ne peut avoir le dernier OS d’Apple. Mon iPhone est en 12.4.7.,1,But with iPhone 6 running iOS 12 Unable to activate the app on iPhone 6 which cannot have the latest Apple OS. My iPhone is in 12.4.7.,,,,,,,,1,,,,,,,1
Simple et rassurante,"Installation très facile, aucune donnée personnelle demandée. Tous les détenteurs de smartphone devraient l’installer c’est une question de respect et de civisme.",5,Simple and reassuring Very easy installation  no personal data required. All smartphone owners should install it  it's a matter of respect and good citizenship.,,,,,,,,,1,,,,,,1
Ne pas croire les commentaires haineux,"Installation installée sans soucis 
Activation rapide et fonctionnelle
Les données utilisées par l’application sont à notre main et peuvent être supprimer en un clic.",5,"Don't Believe Hateful Comments Hassle-free Installed Installation
Quick and functional activation
The data used by the application is in our hands and can be deleted with one click.",,,,,,,,,1,,,,,,1
Nicht compliant mit der Dsgvo- wieder gelöscht,"Meine Daten bekommt ihr mit dieser Implementierung nicht

Update:
„Stopp Corona“-App laut ARGE Daten „nicht praxistauglich“
Die „Stopp Corona“-App des Roten Kreuzes ist für die ARGE Daten „nicht praxistauglich“. Die Matching-Wahrscheinlichkeit – also die Tatsache, dass ein aufgezeichneter „Match“ auch ein tatsächlicher Kontakt innerhalb von zwei Metern ist – liege bei weniger als einem Promille, hieß es heute in einer Aussendung. Ein Lottogewinn sei wahrscheinlicher, die App gebe daher „falsche Sicherheit“.
Die App könne weder feststellen, ob jemandem die Hand gegeben wurde, noch, ob eine kontaminierte Fläche berührt wurde, so die ARGE Daten. Auch die technischen Möglichkeiten zur Distanzmessung sind für die Datenschutzorganisation unzureichend, da es an Genauigkeit fehle. Die Wahrscheinlichkeit, das über Bluetooth festzustellen, liege etwa „optimistisch geschätzt“ bei höchstens 25 Prozent.

„Von Exitstrategie keine Spur, eine ungeeignete Smartphone-App wird als Lösung aller Probleme verkauft“, lautet das Attest der ARGE Daten, die daher empfiehlt: „Finger weg von der App, vernünftige Distanz halten, regelmäßig Hände waschen!“",1,"Not compliant with the DSGVO - deleted again. You will not get my data with this implementation

Update:
""Stop Corona"" app  according to ARGE data  ""not practical""
The Red Cross “Stop Corona” app is “not practical” for ARGE Daten. The matching probability - i.e. the fact that a recorded ""match"" is also an actual contact within two meters - is less than one per thousand  according to a broadcast today. A lottery win is more likely  so the app gives ""false security"".
According to ARGE Daten  the app can neither determine whether someone has been shaken or touched a contaminated surface. The technical possibilities for distance measurement are also inadequate for the data protection organization  as there is a lack of accuracy. The probability of ascertaining this via Bluetooth is roughly ""optimistically estimated"" at a maximum of 25 percent.

""There is no trace of an exit strategy  an unsuitable smartphone app is sold as the solution to all problems""  is the certificate from ARGE Daten  which therefore recommends: ""Stay away from the app  keep a reasonable distance  wash your hands regularly!""",,,,,,,,,1,,,,,1,
Datenschutz und Monopol,"mit dieser App liefert man all seine Daten einem Großkonzern der es geschafft hat, die Freiwilligen in jeder Hinsicht zu verwenden für die eigenen Interessen und internationale Politik.  Hände weg !!! in einer Krise muss das Bundesheer übernehmen und nicht ein Konzern bzw Verein dieser Art",1,Data protection and monopoly with this app you deliver all your data to a large corporation that has managed to use the volunteers in every respect for their own interests and international politics. Hands off !!! In a crisis  the armed forces have to take over and not a corporation or association of this kind,,,,,,,,,1,,,,,,1
Idee gut > Fehlerhaft,"Die Idee ist gut 
Datenschutz mach ich mir keine Sorgen. Bei Google WhatsApp und Co mache ich mir wesentlich mehr sorgen und das kann man nicht beeinflussen außer man nützt das Internet nicht. 
Der automatische Handshake funktioniert zwischen IPhone und Androide nicht. Beide Geräte Bluetooth eingeschaltet, liegen 30min nebeneinander. Manuel funktioniert es. 
Daher nur 3 Sterne",1,"Good idea> flawed The idea is good
I'm not worried about data protection. With Google WhatsApp and Co  I worry a lot more and you can't influence that unless you don't use the Internet.
The automatic handshake does not work between iPhone and Android. Both Bluetooth devices are switched on and lie next to each other for 30 minutes. Manuel it works.
Therefore only 3 stars",,,,,,,,,1,,,1,,1,
Spionagetool unschuldig verpackt,"Schnüffel, schnüffel. Wer schnüffelt da herum?

Nach der Rezession wird dieses S.T.A.S.I-Tool gleich gelöscht! 

Ab jetzt gibt es keine Spenden mehr für das Rote Kreuz!",1,"Spy tool packaged innocently Sniff  sniff. Who is sniffing around there?

After the recession  this S.T.A.S.I tool will be deleted immediately!

From now on there are no more donations for the Red Cross!",,,,,,,,,1,,,,,,1
Berechtigung für Mikrofon,"Echt coole und auch wichtige App, gerade in der modernen Zeit von Behörden und öffentlichen Stellen die Smartphones so intelligent zu nutzen.

Aber Zugriff auf Mikrofon um über Ultraschall andere Handys zu orten, mag funktionieren oder nicht, will ich auch nicht drüber urteilen, bin kein Experte und meine Meinung ist auch irrelevant wenn es um so ein wichtiges Thema wie das Covid-19 geht, aber das kann einige Nutzer abschrecken und vor allem abhalten die App zu nutzen, was ja gerade wichtig wäre, denn umso mehr Bürger die App nutzen desto besser funktioniert sie auch. 
Daher wäre es auch wichtig öffentlich Werbung dafür zu machen und auch die „Angst“ zu nehmen, man würde abgehört werden.

Was auch noch hilfreich wäre, wenn die App mit dem Apple Covid-19 Kontaktprotokoll zusammen arbeiten würde, was mit dem Update 13.5 gekommen ist.",4,"Authorization for microphone Really cool and also important app  especially in modern times for authorities and public bodies to use smartphones so intelligently.

But access to the microphone to locate other cell phones via ultrasound may or may not work  I don't want to judge it either  I'm not an expert and my opinion is irrelevant when it comes to an important topic like Covid-19  but it can deter some users and  above all  discourage them from using the app  which would be important  because the more citizens use the app  the better it works.
It would therefore be important to advertise it publicly and also to take away the ""fear"" that someone would be bugged.

Which would also be helpful if the app would work with the Apple Covid-19 contact protocol  which came with the 13.5 update.",,,,,,,,,1,,,,1,,
Ok..,"Automatischer Handshake wäre wohl notwendig. Manuell macht eher keiner einen.

Wer bedenken wegen Datenschutz hat, kann die App jederzeit bzw nach der Krise deinstallieren _______",5,"Ok .. Automatic handshake would be necessary. Nobody does one manually.

If you have concerns about data protection  you can uninstall the app at any time or after the crisis _______",,,,,,,,,1,,,,1,,
Vor über zwei Monaten erschienen ...,... und noch immer unbrauchbar. Sowohl praktisch als auch aus Datenschutzgründen.,1,Released over two months ago ... ... and still unusable. Both practical and for privacy reasons.,,,,,,,,,1,,,1,,,
Nordkorea lässt grüßen!,"Unter dem Deckmantel der Corona Bekämpfung, soll eine totalitäre Diktatur à la Nordkorea installiert werden. Und das Rote Kreuz biedert sich dem Despot Kim Jong-kurz an - Shame on you. 

PS: Wie fleißig die bezahlten Trolle hier 5 Sterne vergeben und alle kritisieren die diese Nordkoreanische App nicht gut heißen. Noch ein Grund diese App als Unseriös abzulehnen.",1,"Greetings from North Korea! Under the guise of fighting the Corona  a totalitarian dictatorship à la North Korea is to be installed. And the Red Cross is curious about the despot Kim Jong-kurz - Shame on you.

PS: How diligently the paid trolls give 5 stars here and everyone criticizes the North Korean app that doesn't approve of it. Another reason to reject this app as dubious.",,,,,,,,,1,,,,,,1
Open Source,"Würde auch sehr gerne wissen wieso die App nicht als Open Source Projekt geführt wird, dann könnten sämtliche Bedenken die die Bevölkerung momentan hat von der interessierten und technisch fähigen Community durchgearbeitet werden und die Bedenken so ein Stück mehr zerstreut werden!

So fragt man sich halt doch „wer entwickelt das, wo gehen die Daten hin.. ist das Mikrofon wirklich nur für den Ultraschall da oder gibt’s da einen sobotka Switch für Notfälle..“

Die Aussage die hier sehr oft zu lesen ist dass das aus rechtlichen Gründen nicht geht find ich sehr seltsam. Würde gerne wissen welche rechtlichen Gründe das sein sollen. Meiner Meinung nach wäre es wichtiger das Vertrauen herzustellen.",1,"Open Source Would also like to know why the app is not run as an open source project  then all the concerns that the population currently has could be worked through by the interested and technically capable community and the concerns can be dispelled a bit more!

So you ask yourself ""who is developing this  where is the data going .. is the microphone really only there for the ultrasound or is there a sobotka switch for emergencies ..""

The statement that you read here very often is that this is not possible for legal reasons  I find it very strange. Would like to know what legal reasons that should be. In my opinion it would be more important to build trust.",,,,,,,,,1,,,,1,,
Warum ich Whatsapp nicht verwende und die Stopp Corona app schon,"Als vor einigen Jahren whatsapp von facebook gekauft wurde habe ich whatsapp auf meinem Handy deinstalliert. 

Warum? 

Whatsapp speichert zwar keine Dateninhalte- diese sind ja nachweislich beinAktivierung verschlüsselt- aber

wer kommuniziert mit wem (gelinkt mit deiner Telephon ID) 
Wann und wie lange wird kommuniziert
Wo befindest du dich zu dem Zeitpunkt
Das Adressbuch von jedem Handy wird ebenfalls auf Matching contacts gescanned
Falls du dich jemals gewundert hast wie es facebook schafft dir uralte vergessene Bekannte  vorzuschlagen- nun: vielleicht helfen diese sachdienlichen Hinweise.

Das ist in der Tat big data. 

Genauso wie 

-jede Googlesuche (speichert deine IP Adresse und deine Suchen)

deine Uber  fahrten
Deine Amazonkaeufe
Deine Facebook likes 
All das gibt einer amerikanischen Datenkrake alles was es braucht um mehr ueber dich zunwissen als du selbst. Bekanntlich sind ja so Wahlen in den USA hewonnen worden (vgl. Dazu Cambridge Analytica...)

Daher verwende ich 

threema statt whatsapp
Duckduckgo statt google
Kein facebook
Oesterreichische versandonline webplattformen
Nun zur Coronaapp:

Diese speichert einen anonymen Schluessel einer anderen Begegnung via Bluetooth - derzeit noch durch aktives Abgleichen, demnächst auch automatisch (Ultraschall - und ja das braucht das Mikro!) - mit einem Zeitstempel. 

Die Daten werden lokal verschluesselt abgelegt und sind NICHT mit deiner oder der anderen Telephonnummer verknüpft. 

Bei einem Verdachtsfall wirst du benachrichtigt dass du durch einen verknüpften Kontakt der krank geworden ist, selber eine Gefährdung fuer andere darstellen koenntest (folge : testen, uU präventive Selbst-Quarantäne,...) -

Deine Personal ID wird dabei nicht mit einer Telephonnummer aufgeloest. 

Deswegen halte ich es fuer eine sehr sinnvolle die Demokratie nicht gefaehrdende Massnahme (im Vergleich zu Facebook oder whatsapp...) stopp corona zu installieren. 

 VIelen Dank liebes Rot Kreuz Team!!

(Und open Source waere es noch einfacher den Beweis anzutreten! Deswegen nur 4 Sterne - noch!)",4,"Why I don't use Whatsapp and the Stop Corona app already When facebook bought whatsapp a few years ago  I uninstalled whatsapp on my mobile phone.

Why?

Whatsapp does not save any data content - these are verifiably encrypted when activated - but

who communicates with whom (linked to your phone ID)
When and for how long will the communication take place
Where are you at the moment
The address book of every cell phone is also scanned for matching contacts
If you've ever wondered how Facebook manages to suggest ancient  forgotten acquaintances - well: maybe these pertinent hints will help.

This is big data indeed.

As well as

-Each Google search (saves your IP address and your searches)

your Uber rides
Your Amazon purchases
Your Facebook likes
All of this gives an American data octopus everything it needs to know more about you than you do. It is well known that elections were won in the USA (see Cambridge Analytica ...)

So I use

threema instead of whatsapp
Duckduckgo instead of google
No facebook
Austrian shipping online web platforms
Now to the Coronaapp:

This saves an anonymous key of another encounter via Bluetooth - currently still through active synchronization  soon also automatically (ultrasound - and yes  the microphone needs that!) - with a time stamp.

The data is stored locally encrypted and is NOT linked to your or the other telephone number.

In the event of a suspected case  you will be notified that you yourself could pose a risk to others through a linked contact who became ill (follow: testing  possibly preventive self-quarantine  ...) -

Your Personal ID will not be resolved with a telephone number.

That is why I think it is a very sensible measure that does not endanger democracy (compared to Facebook or whatsapp ...) to install stop corona.

 Thank you dear Red Cross team !!

(And open source would make it even easier to prove it! That's why only 4 stars - still!)",,,,,,,,,1,,,,,1,
Warum,Warum muss man das mikrofon aktivieren!?? um uns auszuspionieren???,1,Why Why do you have to activate the microphone? to spy on us ???,,,,,,,,,1,,,,,1,
Gedanken,"Vielleicht sollten sich die Kritiker überlegen welche Apps sie schon runtergeladen haben! Datenschutz bei WhatsApp, Facebook etc.....dort ist die Gefahr weit aus höher!!",5,Thoughts Maybe the critics should think about which apps they have already downloaded! Data protection with WhatsApp  Facebook etc ..... there the danger is far higher !!,,,,,,,,,1,,,,,,1
Mängel,"Fehlende Erklärung innerhalb der App wieso Zugriff aufs Mikrofon gewährt werden muss.

Fehlende Erklärung in der App-Store Beschreibung wieso Zugriff aufs Mikrofon gewährt werden muss.

Fehlende Auswahl, das Mikrofon nicht als Erkenner zuzulassen. Das sollte ja auch ohne gehen? Für die, die Überwachung befürchten.

Fehlende Erklärung wieso das ganze nicht ohne Ultraschall auch umsetzbar ist.

Wenn man so eine eindeutig „potentiell kontroverse App“ herausbringt, dann sollte man es gleich richtig machen. Weil wenn sich schonmal eine negatige Stimmung im Land breit gemacht hat, dann wird‘s schwer, das Vertrauen wiederzugewinnen. 

Die Entwickler der App haben hier eine extreme Verantwortung, welcher sie sich offensichtlich nicht genug bewusst waren.

Wie wäre es zum Beispiel mit einer Video-Vorschau, im App Store unter der App, in der jegliche Fragen/Zweifel beantwortet und entkräftigt werden?",4,"Deficiencies Lack of explanation within the app why access to the microphone must be granted.

Missing explanation in the app store description why access to the microphone must be granted.

Lack of choice not to allow the microphone as a recognizer. That should work without it? For those who fear surveillance.

No explanation why the whole thing cannot be implemented without ultrasound.

If you bring out such a clearly ""potentially controversial app"" then you should get it right right away. Because if a negative mood has spread across the country  it will be difficult to regain trust.

The developers of the app have an extreme responsibility here  which they obviously weren't aware of enough.

How about  for example  a video preview in the App Store under the app  in which any questions / doubts are answered and invalidated?",,,,,,,,,1,,,,1,,
Tolle Idee,"Liebes Entwicklungsteam,
herzlichen Dank für diese tolle Idee! Dass Verbesserungen immer möglich sind, ist klar. Automatischer Austausch wäre super!
Allen „Überwachungsschreibern“: Schalte sofort, ja, jetzt sofort, dein Handy aus! Du bist ortbar, die Daten werden auch gespeichert! Also schalte aus! Und: Auch noch so ein doofer Username schützt dich nicht! Gibt nur mehr registrierte Handys in AT",5,"Great idea Dear development team 
Thank you very much for this great idea! It is clear that improvements are always possible. Automatic exchange would be great!
All ""surveillance writers"": Switch off your cell phone immediately  yes  now immediately! You can be located  the data is also saved! So turn it off! And: Even such a stupid username won't protect you! There are only registered cell phones in AT",,,,,,,,,1,,,,,,1
rad neu erfinden? mikrofon???,"funktioniert nicht
gebe meinen mikrofonzugang sicher nicht frei.
automatisch funktioniert der handshake anscheinend nicht.
liebes rotes kreuz, lasst das programm profis machen, ihr könnt das nicht, ihr vetschwendet zeit und menschen leben wenn ihr hier weiter herummurkst.
warum nimmt man nicht das programm der chinesen odet der südkoreaner???",1,"reinvent the wheel? microphone??? it does not work
I'm sure not to give my microphone access.
the handshake does not seem to work automatically.
Dear red cross  let the professionals do the program  you can't do that  you waste time and people live if you keep messing around here.
why not take the program of the chinese or the south koreans ???",,,,,,,,,1,,,,,,1
der teufel im schafspelz,Die Daten werden nicht anonymisiert sondern pseudonymisiert! Also kann man alles zurückverfolgen! Falls ihnen Datenschutz wichtig ist; Finger weg von dieser App!,1,the devil in sheep's clothing The data is not anonymized but pseudonymized! So you can trace everything back! If data protection is important to you; Stay away from this app!,,,,,,,,,1,,,,,,1
"Gute Idee, absolut schlecht umgesetzt","Liebes RKO, an sich ist die Grundidee der App ja gut. Das Problem ist, dass dem hochsensiblen Thema Datenschutz und Privatsphäre nicht genug Rechnung getragen wird. Bei der Identifizierung und Tracking von Kontakten sowie der Verwendung von Bluetooth und des Mikrofons müsst ihr viel proaktiver auf die Bedenken eingehen. Ich kann niemanden empfehlen diese App zu verwenden solange nicht alle diese Punkte geklärt sind:
- Zugriff auf das Mikrofon öffnet potentiell die Tür zum Abhorchen. Es muss auch ohne dem Mikrofon gehen.
- Wer bekommt Zugriff auf meine Daten? Wie lange werden sie gespeichert? Wie kann ich eine Löschung beantragen? Das sind alles klassische DSGVO Fragen die bei so einer App ganz kritisch sind.
- Source Code muss offen gelegt werden.

Zur Verwendung dieser App brauche ich extrem viel Vertrauen in den richtigen Umgang mit der Technologie und meinen Daten. Klärt und kommuniziert die obigen Punkte öffentlich, dann kann vielleicht Vertrauen entstehen. Bis dahin: Finger weg davon!",1,"Good idea  absolutely badly implemented Dear RKO  the basic idea of ​​the app is actually good. The problem is that the highly sensitive issue of data protection and privacy is not given enough consideration. You need to be much more proactive in addressing concerns when it comes to identifying and tracking contacts  as well as using Bluetooth and the microphone. I cannot recommend anyone to use this app until all of these points have been clarified:
- Access to the microphone potentially opens the door to eavesdropping. It has to work without the microphone.
- Who can access my data? How long are they stored? How can I request a deletion? These are all classic GDPR questions that are very critical with such an app.
- Source code must be disclosed.

To use this app  I need a lot of confidence in the correct handling of the technology and my data. Clarify and communicate the above points publicly  then maybe trust can be built. Until then: stay away from it!",,,,,,,,,1,,,,,,1
Nur eine Warn-App,Als Grenzgänger sollte ich die Schweizer- und die Deutsche Warn-App nutzen können. Es kann aber immer nur eine von beiden aktiv sein.,3,Only one warning app As a cross-border commuter  I should be able to use the Swiss and German warning apps. However  only one of the two can be active at a time.,,,,,,,1,,,,,,,,1
Nein,"Naja wo der Datenschutz klein geschrieben wird, wird der Datenschutz klein geschrieben.",1,No Well  where data protection is written lowercase  data protection is written lowercase.,,,,,,,,,1,,,,,,1
IOS 13.5,"Wenn man will, dass die Swiss COVID App von möglichst vielen Leuten benutzt wird, sollte sie auch auf älteren Betriebsystemen als mit IOS 13.5 laufen. Viele haben sonst gar keine Chance, um mitzumachen. Meine Freunde mit einem iPhone 6 (das notabene sogar noch erhältlich ist) können das System gar nicht mehr aktualisieren. Da können wir die App ja gleich auf den Mond schießen.",1,IOS 13.5 If you want the Swiss COVID app to be used by as many people as possible  it should also run on operating systems older than IOS 13.5. Otherwise  many have no chance at all to participate. My friends with an iPhone 6 (which is still available) can no longer update the system. We can shoot the app at the moon right away.,,,,,,,,1,,,,,,,1
Privacy rispettata,"Il sistema di tracciamento via bluetooth è un’ottima idea per garantire la privacy! niente dati GPS, niente nominativi o dati personali, niente registrazioni.",5,Privacy respected The tracking system via bluetooth is an excellent idea to ensure privacy! no GPS data  no names or personal data  no recordings.,,,,,,,,,1,,,,,,1
Verunsichernde Meldungen,Das Ding sendet unverständliche Meldungen über nicht unterstützte Regionen und weist auf eine unverständliche Einstellung hin.,1,Unsettling messages The thing sends incomprehensible messages about unsupported regions and indicates an incomprehensible setting.,,,,,,,1,,,,,,,1,
Sinnvoll und nützlich,"Die App ist sinnvoll, nützlich und einfach zu installieren. Datenschutzrechtlich ist sie gut geprüft, sicher, geeignet und verhältnismässig.   Die Daten verbleiben zudem auf dem eigenen Gerät. Apple und Google unterstützen diese App auch aufgrund genau dieser Sicherheit! Ein Muss für Jeden, der seine Verantwortung auch für die Gesellschaft wahrnehmen will!",5,Sensible and useful The app is sensible  useful and easy to install. In terms of data protection law  it is well checked  secure  suitable and proportionate. The data also remain on your own device. Apple and Google also support this app because of this security! A must for everyone who wants to take responsibility for society!,,,,,,,,,1,,,,,,1
Nicht kompatibel mit älteren iOS Versionen,Schade läuft die App nicht auf älteren iOS Versionen. Nicht jede/r hat die neusten iPhones...,1,Not compatible with older iOS versions. Too bad the app does not run on older iOS versions. Not everyone has the latest iPhones ...,,,,,,,,1,,,,,,,1
____________________,"Finally!!! Super einfach zu installieren und Daten werden nach ""schweizer"" Standart geschützt.",5,"____________________ Finally !!! Super easy to install and data is protected according to the ""Swiss"" standard.",,,,,,,,,1,,,,,,1
Selbst für Dumme geeignet,"1A App. Jeder der sich zu wichtig scheint diese zu installieren, der sollte sich schämen. Funktioniert einwandfrei und ist datenschutztechnisch absolut unbedenklich.",5,Suitable even for stupid 1A app. Everyone who seems to be too important to install this should be ashamed. Works perfectly and is absolutely harmless in terms of data protection.,,,,,,,,,1,,,,,,1
Sinnvoll und nützlich,"Die App ist sinnvoll, nützlich und einfach zu installieren. Datenschutzrechtlich ist sie gut geprüft, sicher, geeignet und verhältnismässig.   Die Daten verbleiben zudem auf dem eigenen Gerät. Apple und Google unterstützen diese App auch aufgrund genau dieser Sicherheit! Ein Muss für Jeden, der seine Verantwortung auch für die Gesellschaft wahrnehmen will!",5,Sensible and useful The app is sensible  useful and easy to install. In terms of data protection law  it is well checked  secure  suitable and proportionate. The data also remain on your own device. Apple and Google also support this app because of this security! A must for everyone who wants to take responsibility for society!,,,,,,,,,1,,,,,,1
Arbeitsplatzverlust?,"Die App ist wunderbar einfach realisiert und die Umsetzung des Datenschutz vorbildlich. Da ich in der Freizeit oft in D und A unterwegs bin ist sie im Nutzen limitiert. 

Die aktuellen Berichte zum rechtlich bestehende Risiko um die Arbeitsstelle bei Quarantäne Anordnung lässt mich die App deinstallieren. Das mag sich kaum wer leisten. So verzichte ich lieber auf die Vorsorge auf Verdacht.",5,"Job loss? The app is wonderfully simple and the implementation of data protection is exemplary. Since I am often out and about in Germany and Austria in my free time  it is of limited use.

The current reports on the legal risk to the job in the event of a quarantine order let me uninstall the app. Hardly anyone can afford that. So I prefer to do without precautionary measures on suspicion.",,,,,,,,,1,,,,,,1
Solo per cellulari di ultima generazione,Non è possibile sviluppare un app importante come questa ma scaricabile solo su cellulari di ultimissima generazione,2,Only for latest generation mobile phones It is not possible to develop an important app like this one but downloadable only on latest generation mobile phones,,,,,,,,1,,,,,,,1
Politiciens a la traine,"Les décideurs ont tellement peur de froisser le peuple avec la protection de la vie privée.... Cette application ne communique absolument aucune donnée perso, et donc aucun besoin d'une loi spéciale! 
Code source sur github - bravo.
A quand le reste du code de la confederation et des états?
Pour ceux qui se plaignent que les ancient telephones ne sont pas supportés: ils ne supportent pas les API utilises probablement car leur norme bluetooth pas compatible.",5,"Politicians lagging behind Decision-makers are so afraid of offending people with the protection of privacy .... This application communicates absolutely no personal data  and therefore no need for a special law!
Source code on github - well done.
When will the rest of the code of the confederation and the states?
For those who complain that older phones are not supported: they do not support the APIs used probably because their bluetooth standard is not compatible.",,,,,,,,,1,,,,,,1
Kann auf iPhone 6 nicht installiert werden,Benötigt iOS 13.5 und das läuft nicht auf älteren iPhones,1,Cannot be installed on iPhone 6. Requires iOS 13.5 and this will not work on older iPhones,,,,,,,,1,,,,,,,1
Ältere i-Phones,"Sackschwach, dass die App bei älteren Modellen nicht geladen werden kann. So werden über 20% potentielle User ausgeschlossen!",1,Older i-Phones Very weak that the app cannot be loaded on older models. Over 20% of potential users are excluded!,,,,,,,,1,,,,,,,1
Peccato,"Non riesco a capire perché un’App così importante sia stata sviluppata solo per l’ultima generazione degli smartphone. 
Facendo così molti svizzeri non potranno installarla vanificandone la sua efficacia.",2,"Too bad I can't understand why such an important App was developed only for the latest generation of smartphones.
By doing so  many Swiss people will not be able to install it  thus nullifying its effectiveness.",,,,,,,,1,,,,,,,1
Dommage,"Malheureusement l’application nécessite IOS 13 pour être installé ce qui exclue de versions antérieures comme la 12 sur mon appareil, c’est exclue un grand nombre d’utilisateurs.
Dr Alexander poleski",1,"Too bad Unfortunately the application requires IOS 13 to be installed which excludes earlier versions like 12 on my device  it is excluded a large number of users.
Dr Alexander poleski",,,,,,,,1,,,,,,,1
Gute Sache,"Also Ich finde diesen App wirklich gut, klar kein Heilmittel. Ich habe es der Familie und Freunden gesendet. Ging bei allen ohne Probleme. Kann Ich nur empfehlen.! Aber es geht erst ab dem iPhone 6s. Hoffe das sie noch eine Lösung finden für ältere iPhone,s. Deswegen gibt es von mir,einen Stern weniger. Denn dieser App sollte jede Person, die denn App möchte in der Schweiz auch laden können.",4,Good thing So I think this app is really good  clearly not a cure. I've sent it to family and friends. All went without problems. I can only recommend.! But it only works from the iPhone 6s. Hope you can find a solution for older iPhone  s. That's why there is from me  one star less. Because this app should be available to every person who wants to download the app in Switzerland.,,,,,,,,1,,,,,,,1
Indispensable dans les transports publics,"Voilà enfin cette application longtemps attendue. J’ai entièrement confiance s’agissant de la protection des données, les garanties sont assurées. 

Pour moi qui utilise tous les jours les transports en commun, souvent bondés, cette application me semble indispensable, également pour protéger les autres personnes. J’espère que le plus de monde la télécharge, pour qu’elle soit le plus utile possible.",5,"Indispensable in public transport Here at last is this long awaited application. I have complete confidence when it comes to data protection  guarantees are guaranteed.

For me  who uses public transport  which is often crowded  every day  this application seems essential to me  also to protect other people. I hope more people download it  to make it as useful as possible.",,,,,,,,,1,,,,,,1
It works... But why?!,"This app works but unfortunately it drains the battery. But the worst is not against the people have built it but is more against our politics (Swiss, European, World) which haven’t agreements to exchange anonymous data about peiple might use same kind as f app in other countries. Switzerland is a small, especially if you stay in a border with other coutries France, Italy, Germany, Austria...",4,It works... But why?! This app works but unfortunately it drains the battery. But the worst is not against the people have built it but is more against our politics (Swiss  European  World) which haven’t agreements to exchange anonymous data about peiple might use same kind as f app in other countries. Switzerland is a small  especially if you stay in a border with other coutries France  Italy  Germany  Austria...,,,,,,,,,1,,,,,1,
très étrange,"Pourquoi n'y a-t-il aucun moyen de sélectionner une langue d'interface dans l'application? Je suis une étrangere. Je parle français et anglais. Mon interface est en allemand, que je ne connais pas encore. Comment utiliser l'application?",2,very strange Why is there no way to select an interface language in the app? I am a foreigner. I speak french and english. My interface is in German  which I don't know yet. How to use the app?,,,,,,1,,,,,,,,1,
